designation,num,id,_r,Source,RA_ICRS,DE_ICRS,GMAG0,BP-RP0,mass84,teff16,teff50,teff84,logg16,logg50,logg84,met16,met50,met84,dist05,dist16,dist50,dist84,dist95,AV05,AV16,AV50,AV84,AV95,fidelity,XGal,YGal,ZGal,RGal,FlagPhoto,FlagOut,BP/RPCorr,AG50,ABP50,ARP50,,,source_id,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ruwe,ag_gspphot,azero_gspphot,bp_g,bp_rp,distance_gspphot,ebpminrp_gspphot,g_rp,grvs_mag,grvs_mag_error,libname_gspphot,logg_gspphot,mh_gspphot,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,radial_velocity,radial_velocity_error,ref_epoch,teff_gspphot,vbroad,vbroad_error,Separation
Gaia DR3 3326709215956587264,0,113,0.254011,3.32671E+018,100.2063838,9.644525542,6.397006,1.025864,0.605396,5230.15,5290.71,5295.04,4.688237,4.712111,4.71916,-2.116348,-1.939518,-1.344939,0.607407,0.802188,0.822163,0.845254,1.025437,2.479439,2.908264,2.923266,2.956265,3.143043,0.986816,-8.955518,-0.322924,0.029416,8.961338,GBPRPgrizy/JHKsW1W2,0,0.2070688,2.289009,2.936731,1.730379,,,3.32671E+018,100.2063838,9.644525542,203.1428488,2.050427208,100.3465042,-13.42892894,1.270203528,-1.466335594,-5.196960905,18.260845,19.289785,17.05757,0.12746061,0.11133001,0.14207618,0.16703112,0.13373381,1.0472329,0.533,0.7809,1.0289402,2.232216,552.5812,0.2994,1.2032757,,,PHOENIX,4.5763,-0.7691,262.7255858,14.672186,934.5625846,1.586308,1191.599419,22.116442,,,2016,3570.2107,,,0.0000000758
Gaia DR3 3326709284676390400,0,114,0.233948,3.32671E+018,100.1945206,9.667033192,6.364504,1.088594,0.700523,5275.22,5355.06,5654.84,4.631581,4.711314,4.724615,-2.233475,-2.003996,-1.175249,0.711055,0.766853,0.801983,1.014925,1.079124,2.8809,3.03095,3.155782,3.402911,3.61254,0.999023,-8.937113,-0.314671,0.028692,8.942651,GBPRPgrizy/JHKsW1W2,0,0.09715557,2.458587,3.162989,1.864378,,,3.32671E+018,100.1945206,9.667033192,203.1174681,2.050303352,100.3328366,-13.40732736,1.400970194,-3.050723754,-3.439485299,18.343964,19.566277,17.179071,0.14288318,0.13103823,0.15459311,0.19743694,0.16309004,0.9088672,0.1734,0.2695,1.2223129,2.3872051,465.1413,0.1157,1.1648922,,,MARCS,4.8278,0.0936,203.6603052,14.214049,865.6874446,4.2960157,1065.440715,15.976343,,,2016,3369.2393,,,0.000000103
Gaia DR3 3326709357690924672,0,115,0.240566,3.32671E+018,100.2451012,9.655191142,4.291836,0.696211,0.888349,6114.37,6140.91,6152.41,4.349528,4.355846,4.423617,-0.60597,-0.603503,-0.576639,0.652032,0.688939,0.715828,0.716958,0.740272,3.223178,3.272371,3.281452,3.289213,3.533847,1,-8.857747,-0.281243,0.026096,8.862211,GBPRPgrizy/JHKsW1W2,1,0.029962301,2.596178,3.315707,1.945812,,,3.32671E+018,100.2451012,9.655191142,203.1507971,2.089254746,100.3848459,-13.41552041,1.38013769,-1.467539091,-3.766880641,16.162058,17.191956,15.12585,0.04258239,0.039195914,0.04820873,0.059463225,0.0519548,1.0587269,,,1.0298977,2.0661058,,,1.0362082,,,,,,1813.989325,28.30451,6458.381518,24.916666,7060.222301,69.802124,,,2016,,,,0.0000000407
Gaia DR3 3326709426410401664,0,116,0.233982,3.32671E+018,100.235815,9.661928351,7.064132,1.277723,0.65,4552.91,4640.23,4742.4,4.689644,4.711946,4.740431,-0.866116,-0.814978,-0.540693,0.563092,0.563092,0.566304,0.62112,0.626261,0.314106,0.36555,0.522304,0.647612,0.779704,1,-8.720396,-0.222404,0.020595,8.723231,GBPRPgrizy/JHKs,1000,0.005921364,0.431655,0.538005,0.31559,,,3.32671E+018,100.235815,9.661928351,203.1406161,2.084186899,100.374956,-13.40946656,1.675398437,5.858066983,-18.9866199,16.261034,16.947369,15.447231,0.045424778,0.04123984,0.052082837,0.060135342,0.04801509,1.0967181,0.2081,0.2768,0.6863346,1.5001373,717.7245,0.1096,0.8138027,,,MARCS,4.5665,0.0834,2272.318135,11.155341,5895.669702,3.6265395,5251.287344,24.78977,,,2016,4407.685,,,0.000000107
Gaia DR3 3326709559553987840,0,117,0.21747,3.32671E+018,100.2640503,9.679148412,2.684662,0.869505,1.097,5324.34,5360.49,5408.78,3.527427,3.534934,3.569586,-0.605284,-0.600658,-0.600616,1.272316,1.326436,1.493735,1.67524,1.733963,2.116496,2.12257,2.141434,2.216621,2.240946,0.895996,-9.572643,-0.586558,0.055174,9.590597,GBPRPgrzy/JHKsW1W2,2001,0.09038234,1.718642,2.176699,1.278335,,,3.32671E+018,100.2640503,9.679148412,203.1380039,2.116812783,100.4022051,-13.39026688,0.794327763,-1.687753748,-3.229125271,15.274672,16.058586,14.290717,0.06293507,0.054700274,0.06912205,0.07910397,0.0644666,2.762165,,,0.78391457,1.767869,,,0.9839544,,,,,,5152.074416,66.69281,14624.40452,43.147587,15236.01262,188.18822,,,2016,,,,0.000000207
Gaia DR3 3326709632568830720,0,118,0.224367,3.32671E+018,100.2324156,9.671701245,4.427184,0.798039,1.035623,5818.48,6132.43,6315.39,4.383479,4.43,4.477255,-0.471375,-0.361462,0.006771,0.683757,0.723876,0.731846,0.820724,0.827513,3.698853,3.710428,3.95815,4.083076,4.097628,1,-8.872569,-0.287297,0.026635,8.877219,GBPRPgrizy/JHKsW1W2,0,0.026171088,3.070643,3.962597,2.330986,,,3.32671E+018,100.2324156,9.671701245,203.1303847,2.085668482,100.3707903,-13.39996296,1.339190038,-1.943242244,-3.913545677,16.819925,18.11071,15.68106,0.05885339,0.053500634,0.07023996,0.08135941,0.062981695,0.9703357,0.5169,0.7834,1.2907848,2.4296503,620.4315,0.3193,1.1388655,,,PHOENIX,4.0512,-0.2509,778.2739499,15.113776,3523.518937,12.352857,4233.838062,44.59841,,,2016,3566.6375,,,0.0000000526
Gaia DR3 3326709937511595648,0,119,0.261786,3.32671E+018,100.136913,9.656364766,2.635644,0.700347,1.101604,6350.3,6372.19,6410.11,3.828483,3.843051,3.878822,-0.751729,-0.73998,-0.58443,1.059608,1.422232,1.462862,1.558127,1.883363,5.684098,5.73903,5.773958,5.787145,5.91504,0.874023,-9.544746,-0.573611,0.050923,9.561967,GBPRPgrizy/JHKsW1W2,0,-0.016414404,4.2851,5.663806,3.344405,,,3.32671E+018,100.136913,9.656364766,203.101005,1.994911317,100.275397,-13.42206684,0.598267232,-0.892459723,-7.496038824,17.74676,19.520737,16.500988,0.11718522,0.10172766,0.1344541,0.17969562,0.13964683,1.0643086,2.8804,4.2811,1.7739773,3.0197487,534.603,1.5926,1.2457714,,,PHOENIX,4.2296,-0.841,212.3843502,21.345453,1500.523755,2.2975576,1989.586818,12.16651,,,2016,4239.8857,,,0.0000000804
Gaia DR3 3326709971871404672,0,120,0.250028,3.32671E+018,100.1570116,9.661032812,5.302623,0.999815,0.893417,5299.51,5353.2,5365.01,4.511187,4.517854,4.51892,0.057775,0.060621,0.277174,0.669789,0.705426,0.70569,0.720883,0.78073,1.878084,2.119161,2.178478,2.17928,2.489719,1,-8.84868,-0.276764,0.024809,8.853007,GBPRPgrizy/JHKs,1,0.026203752,1.746126,2.212982,1.299893,,,3.32671E+018,100.1570116,9.661032812,203.1059078,2.014669001,100.2953682,-13.41598344,1.336646747,-2.466343473,-3.448850463,16.29182,17.22145,15.308546,0.04976607,0.04482967,0.060131475,0.061834183,0.047041886,0.93845266,0.0368,0.0526,0.9296303,1.9129047,636.6849,0.0205,0.98327446,,,PHOENIX,4.0448,-0.6767,1765.37321,26.880255,5730.844129,18.309443,5966.778497,50.705765,,,2016,3634.4814,,,0.000000199
Gaia DR3 3326710040590637568,0,121,0.22747,3.32671E+018,100.1891757,9.674895995,10.035467,2.132685,0.4,3432,3444.31,3466.47,4.857823,4.908103,4.918326,-0.296653,-0.296653,-0.197761,0.366439,0.372342,0.388006,0.454784,0.455573,0.169863,0.245482,0.404762,0.420558,0.477858,0.999512,-8.556646,-0.152182,0.013874,8.558,GBPRPgrizy/JHKs,1,0.18050194,0.324057,0.41013,0.2429,,,3.32671E+018,100.1891757,9.674895995,203.1080608,2.04920748,100.3268494,-13.39986641,2.503982788,-0.782676766,-3.80252725,18.303762,19.40134,17.101425,0.15075015,0.13072513,0.16240701,0.20437036,0.15853706,1.0983858,0.3138,0.4769,1.097578,2.2999153,366.3743,0.1962,1.2023373,,,MARCS,4.9293,-0.3383,237.0722111,11.940684,898.3423361,1.5096105,1144.42625,19.274168,,,2016,3444.2117,,,0.0000000996
Gaia DR3 3326710079245440256,0,122,0.241852,3.32671E+018,100.1574809,9.669585946,2.461382,0.663889,2.200162,5997.31,6129.51,6972.02,3.464976,3.77249,3.87851,-0.405006,-0.334463,0.195125,1.13757,1.255977,1.50921,2.875341,3.202683,3.376812,3.831631,3.987765,4.537617,4.542784,0.07074,-9.587357,-0.591715,0.053171,9.6056,GBPRPgrizy/JHKsW1W2,0,0.044953704,3.090816,3.990536,2.347685,,,3.32671E+018,100.1574809,9.669585946,203.0985061,2.018987907,100.2952084,-13.40741922,0.484608672,-1.303242467,-3.035751837,16.445946,17.633188,15.326448,0.08500002,0.071754314,0.09468306,0.11583189,0.08480848,1.664438,4.0937,5.1836,1.1872425,2.3067398,1286.6992,2.275,1.1194973,,,A,4.1461,-1.4506,1208.206749,13.836765,4972.428049,12.907302,5869.196372,18.79822,,,2016,9173.446,,,0.000000183
Gaia DR3 3326710143670027648,0,123,0.257541,3.32671E+018,100.1385856,9.660277357,2.527593,0.345422,1.64688,6285.16,7538.56,7731.2,4.231214,4.285123,4.289065,-0.516699,0.076586,0.114986,1.371063,1.481767,2.02991,2.054153,2.067557,4.378317,4.387094,5.147696,5.199323,5.215548,0.99707,-10.066044,-0.795869,0.070778,10.097458,GBPRPgrizy/JHKsW1W2,0,0.016328692,3.980896,5.153371,3.021162,,,3.32671E+018,100.1385856,9.660277357,203.0982763,1.998165628,100.2767982,-13.41804571,0.444631146,0.766910512,-1.19684607,18.045927,19.396719,16.919088,0.12163978,0.10588945,0.13168983,0.17542121,0.150158,1.0111668,2.329,3.3435,1.3507919,2.4776306,700.1783,1.2874,1.1268387,,,PHOENIX,4.2819,-1.5723,238.0833658,17.187199,1139.136936,1.9188566,1353.700791,21.766794,,,2016,4374.0996,,,0.000000186
Gaia DR3 3326710143670029056,0,124,0.259078,3.32671E+018,100.1264974,9.66420108,2.896441,0.430641,1.389871,7314.08,7436.12,7571.63,4.281908,4.308395,4.336551,-0.313605,-0.312484,-0.307997,1.843456,2.14085,2.156012,2.171364,2.620919,3.805836,4.281961,4.330442,4.350309,4.354947,0.942383,-10.182108,-0.845005,0.074844,10.217111,GBPRPgrizy/JHKs,1,-0.009339213,3.420404,4.378147,2.560781,,,3.32671E+018,100.1264974,9.66420108,203.089336,1.989358308,100.2642888,-13.41498947,0.583341074,-0.111617424,-3.226324463,17.985144,19.186024,16.938017,0.12704812,0.11031187,0.14270785,0.19678435,0.14889999,1.045352,1.7656,2.4771,1.20088,2.2480068,634.4324,0.9779,1.0471268,,,MARCS,4.3755,-3.0267,289.0730422,12.528144,1204.729473,1.9430946,1330.306082,17.86124,,,2016,4383.8794,,,0.000000141
Gaia DR3 3326710246749249024,0,125,0.247499,3.32671E+018,100.1229839,9.679108484,4.342803,0.627549,0.933907,5865.34,6098.21,6398.98,4.251188,4.376702,4.531706,-1.1103,-0.614417,-0.449916,0.985885,1.16775,1.511632,1.899095,2.707206,3.158552,3.765914,3.905694,4.068542,4.243823,0.998535,-9.589853,-0.592091,0.052573,9.608114,GBPRPgrizy/JHKsW1W2,0,0.03475535,3.032065,3.911221,2.300817,,,3.32671E+018,100.1229839,9.679108484,203.0744842,1.993088795,100.2596358,-13.40036961,0.542589471,1.102636012,-5.684134483,18.272139,19.431074,17.193121,0.13016121,0.115761325,0.14602502,0.18836783,0.15668453,0.95999765,1.2153,1.763,1.1589355,2.2379532,571.9752,0.6677,1.0790176,,,PHOENIX,4.7463,-0.427,230.6678211,10.590854,924.8925259,1.7331536,1051.74414,12.91485,,,2016,3933.922,,,0.000000118
Gaia DR3 3326710349828465664,0,126,0.231822,3.32671E+018,100.1408765,9.687595172,4.651226,0.791243,1.04619,5834.45,5844.52,6257.41,4.371445,4.48,4.49318,-0.686379,-0.328731,0.085204,0.688599,0.700537,0.704365,0.717016,0.735032,0.794291,0.92641,0.943934,1.166566,1.377881,1,-8.84761,-0.275895,0.024737,8.851912,GBPRPgzy/JHKsW1W2,0,0.002595902,0.795503,0.982774,0.572244,,,3.32671E+018,100.1408765,9.687595171,203.0749938,2.01265535,100.2770921,-13.3906362,1.339634043,2.253832912,-6.628873606,14.685719,15.20452,14.002748,0.021411953,0.01879588,0.023244865,0.028870938,0.023347259,1.0797386,0.7384,0.9097,0.5188017,1.2017727,690.0098,0.3983,0.682971,13.614286,0.16757914,MARCS,4.3703,-0.1841,11313.80514,22.450167,25157.02531,7.5978165,19863.6561,21.771757,43.106014,7.2060466,2016,5692.7295,,,0.000000213
Gaia DR3 3326710354123346048,0,127,0.229049,3.32671E+018,100.1400263,9.691106352,4.871616,0.749925,1.224311,5387.34,5780.61,6508.36,4.312749,4.517036,4.603705,-0.521275,-0.400183,0.008221,1.040978,1.11948,1.41918,2.118573,2.595094,2.876641,3.083849,3.445628,3.936315,3.980443,0.536133,-9.504863,-0.555804,0.049863,9.521099,GBPRPgrizy/JHKs,0,0.04332483,2.690035,3.458486,2.03517,,,3.32671E+018,100.1400263,9.691106351,203.0714854,2.013514005,100.2759731,-13.38719446,0.740254766,0.970133655,-2.450144834,18.321877,19.427406,17.254166,0.13854891,0.11932322,0.1512064,0.1868406,0.14607848,1.0692217,0.9075,1.3218,1.1055298,2.1732407,562.2759,0.4957,1.0677109,,,PHOENIX,4.4185,-1.2497,231.4485917,24.669868,883.478151,1.6000692,994.2422264,10.636678,,,2016,3688.7424,,,0.000000136
Gaia DR3 3326710384188204288,0,128,0.224445,3.32671E+018,100.1529998,9.69018241,7.833861,1.786275,0.6,4002.48,4018.29,4029.86,4.677942,4.681632,4.693241,-0.421073,-0.101619,-0.097803,0.694057,0.694663,0.705093,0.795408,0.829164,0.672601,0.686774,0.730583,0.819597,0.850005,1,-8.848261,-0.276214,0.024908,8.852571,GBPRPgrizy/JHKsW1,2001,-0.026544213,0.589352,0.74338,0.438649,,,3.32671E+018,100.1529998,9.69018241,203.0781539,2.024467719,100.2891529,-13.38719482,1.436375727,2.229788023,1.960462023,17.664446,18.756926,16.66592,0.09911296,0.083447434,0.11270923,0.1424013,0.09888373,0.98448116,0.3366,0.4863,1.0924797,2.0910053,428.9237,0.1894,0.9985256,,,PHOENIX,4.8421,-0.477,429.1867276,8.244742,1618.707821,2.0614262,1709.189253,12.946115,,,2016,3669.349,,,0.000000176
Gaia DR3 3326710594641502720,0,129,0.192449,3.32671E+018,100.2248842,9.704272091,0.219284,0.872011,0.885639,5219.27,5245.74,5556.77,2.364227,2.476964,3.026009,-1.23116,-0.859623,-0.780874,1.403904,1.572926,3.385804,3.503779,3.791224,6.951266,7.023451,7.043237,7.346197,7.377685,0.533691,-11.312302,-1.32738,0.12371,11.389913,GBPRPgrizy/JHKsW1W2,0,0.06518221,4.943471,6.727072,4.000907,,,3.32671E+018,100.2248842,9.704272091,203.0979965,2.093937566,100.3607482,-13.36801713,0.578867374,-0.201734411,-1.308541775,17.811064,20.003782,16.405605,0.13098669,0.11348204,0.14745982,0.1859257,0.15049343,1.1331736,4.6616,7.1773,2.1927185,3.598177,493.3353,2.604,1.4054585,,,MARCS,4.0951,0.2831,136.1143894,13.4532,1414.233981,2.5108514,2172.282569,15.817485,,,2016,4647.0894,,,0.000000061
Gaia DR3 3326710727784620416,0,130,0.201178,3.32671E+018,100.1747165,9.706665063,1.666094,0.136857,2.319416,7717.91,8348.67,9651.4,3.669584,4.112111,4.434644,-0.767254,-0.108115,0.205003,2.301381,2.358459,3.188407,6.20499,6.514576,3.990648,4.04101,4.549614,4.762069,4.776554,0.984375,-11.13147,-1.248762,0.114112,11.201296,GBPRPgrizy/JHKs,0,0.01513195,3.637253,4.630476,2.698506,,,3.32671E+018,100.1747165,9.706665063,203.0732669,2.051039445,100.3098766,-13.36921064,0.156545264,-0.357969237,-0.019524852,17.821249,18.874771,16.805944,0.12014625,0.10048962,0.13245444,0.17623271,0.11949885,1.0556612,2.2655,3.0176,1.0535221,2.0688267,850.2966,1.2737,1.0153046,,,MARCS,4.6195,-4.0036,385.0421993,9.786691,1401.028075,2.0579252,1502.382139,14.616952,,,2016,5470.8164,,,0.0000000937
Gaia DR3 3326710800799937024,0,131,0.196606,3.32671E+018,100.1644726,9.715621618,1.366215,1.036562,1.024763,4896.68,4900.42,5090.59,2.404357,2.783481,2.821074,-0.583366,-0.499036,-0.403514,2.270419,2.34561,2.646235,4.54228,4.694398,4.527619,4.567136,4.585298,4.681387,4.977122,0.976074,-10.633224,-1.035885,0.094482,10.683562,GBPRPgrizy/JHKsW1W2,0,0.013198972,3.3957,4.48643,2.662287,,,3.32671E+018,100.1644726,9.715621618,203.0606791,2.04614857,100.2988609,-13.36100633,0.386552884,-0.941429608,-2.566659048,16.875057,18.501972,15.641267,0.06642015,0.06207687,0.08115387,0.09084203,0.06950251,0.9811341,4.4439,6.0718,1.626915,2.8607054,1061.4398,2.4878,1.2337904,,,PHOENIX,4.0143,-0.0483,542.7853326,15.907688,3349.068508,3.2187624,4391.890504,23.354923,,,2016,7164.7534,,,0.000000177
Gaia DR3 3326710865224072064,0,132,0.166153,3.32671E+018,100.206554,9.733845438,1.30128,0.153963,2.283893,7395.45,7466.59,7973.57,3.504279,3.912916,4.278269,-0.203416,-0.106338,-0.021213,1.116193,1.127457,2.119497,3.319082,3.484604,6.273212,6.456136,6.544396,6.724531,7.055041,0.165527,-10.14879,-0.829759,0.077347,10.182654,GBPRPgrizy/JHKsW1W2,0,0.14495707,4.866744,6.432577,3.786766,,,3.32671E+018,100.206554,9.733845438,203.0634132,2.091369804,100.340024,-13.33983164,0.455920588,0.16962939,-1.854578136,17.799267,19.307861,16.508087,0.13504755,0.109552816,0.1503815,0.18377347,0.12844245,1.0843545,5.4641,7.3411,1.5085945,2.7997742,1043.8776,3.0835,1.2911797,,,A,4.3362,-1.3921,258.3881719,16.839588,1429.684425,3.3564773,1976.619789,15.774136,,,2016,9381.616,,,0.000000139
Gaia DR3 3326710968303264384,0,133,0.211613,3.32671E+018,100.2823509,9.687471598,3.832082,0.890485,1.354814,5342.38,5475.8,5625.04,3.955024,4.014142,4.207219,-0.248146,-0.12805,0.380643,0.70128,0.715595,0.72307,0.724721,0.725254,2.062183,2.245877,2.46905,2.501491,2.953157,1,-8.864441,-0.28394,0.026958,8.868987,GBPRPgrzy/JHKsW1W2,1000,0.025873542,1.968259,2.501993,1.470053,,,3.32671E+018,100.2823509,9.687471598,203.1388356,2.13666281,100.4200755,-13.38065036,1.341284607,-1.501038209,-4.105099888,15.096244,16.032454,14.110028,0.02538588,0.02315553,0.028402612,0.033352304,0.02729933,1.0338879,1.8929,2.5047,0.9362097,1.9224253,728.1151,1.03,0.9862156,,,MARCS,3.9336,-0.178,5277.583648,26.470991,17236.50586,17.448341,17994.80223,34.591354,,,2016,5350.9365,,,0.000000178
Gaia DR3 3326711006958359296,0,134,0.214847,3.32671E+018,100.2925467,9.686210512,6.609363,1.392013,0.799,4517.46,4628.23,4641.16,4.643436,4.648732,4.649702,0.313284,0.390492,0.402083,0.693628,0.695609,0.701777,0.713012,0.724076,0.628129,0.64702,0.7063,0.839246,1.152278,1,-8.844843,-0.275642,0.026267,8.849137,GBPRPgrizy/JHKsW1W2,1001,-0.007186055,0.580261,0.725445,0.42591,,,3.32671E+018,100.2925467,9.686210512,203.1445498,2.145029039,100.4304734,-13.3811742,1.484451101,2.058715668,-11.60293404,16.42062,17.235071,15.543524,0.04902773,0.048151415,0.060190946,0.064419195,0.051050924,1.032009,0.4293,0.5845,0.8144512,1.6915474,668.9662,0.2287,0.8770962,,,PHOENIX,4.5455,0.0438,1743.366842,16.69484,5089.775461,3.2204628,4805.613357,16.758358,,,2016,4362.4116,,,0.000000158
Gaia DR3 3326711006958359808,0,135,0.212543,3.32671E+018,100.2871642,9.687429736,4.797222,0.974108,1.088193,5139.25,5149.23,5616.69,4.271494,4.30047,4.307095,-0.443139,-0.296649,-0.29633,0.666019,0.666019,0.666105,0.670133,0.671436,1.104468,1.104468,1.113309,1.527459,1.661449,1,-8.812082,-0.261594,0.024883,8.815964,GBPRPgzy/JHKsW1W2,2000,0.004430652,0.916438,1.145189,0.670775,,,3.32671E+018,100.2871642,9.687429736,203.1410404,2.140865046,100.4249427,-13.38034574,1.360529569,-2.422860154,-3.412645601,14.831374,15.488431,14.039909,0.021436004,0.019416109,0.02418645,0.02912238,0.023674496,0.9559244,0.4042,0.5292,0.6570568,1.4485216,617.9392,0.2159,0.7914648,13.729255,0.05448501,PHOENIX,4.1577,-0.6647,8710.527926,61.823597,21998.69515,43.681347,19195.28765,95.96889,-7.531971,7.0278916,2016,4542.4805,,,0.000000132
Gaia DR3 3326711384915479808,0,136,0.18596,3.32671E+018,100.2856699,9.714294242,3.617871,0.76252,1.131168,5790.8,5956.77,6354.41,3.73194,4.106753,4.222841,-1.188948,-0.395474,-0.080463,0.659876,0.733761,0.885188,1.144864,1.17337,2.825795,2.900252,3.014979,3.359364,3.422989,0.199829,-9.013541,-0.347281,0.033237,9.020229,GBPRPgrizy/JHKsW1W2,0,0.09503317,2.393463,3.050748,1.79058,,,3.32671E+018,100.2856699,9.714294242,203.116449,2.151818631,100.4214168,-13.35366047,1.2033854,-2.073048035,-4.207606083,15.746511,16.696342,14.673654,0.10092988,0.09185728,0.115152426,0.13228573,0.107322656,3.1524744,2.477,3.2234,0.949831,2.0226889,480.7501,1.3844,1.0728579,,,MARCS,4.438,-1.5211,2863.386404,38.299118,9469.825437,39.41556,10707.71795,120.0276,,,2016,6170.4736,,,0.000000049
Gaia DR3 3326711487994693504,0,137,0.165883,3.32671E+018,100.2823978,9.734150696,3.239067,0.643698,1.397749,6065.47,6123.87,6943.4,3.856798,4.016966,4.192231,-1.581539,-0.077286,0.067879,0.67553,0.702452,0.716546,0.732642,0.732962,0.847316,0.848117,0.872096,1.330998,1.469191,1,-8.858641,-0.280897,0.026982,8.863093,GBPRPJHKsW1W2,0,0.004825115,0.741892,0.9124,0.530003,,,3.32671E+018,100.2823978,9.734150696,203.0972965,2.158013934,100.4166217,-13.33409235,1.383971581,-2.030326741,-3.311743803,13.25718,13.680801,12.654707,0.011904807,0.011091994,0.014275337,0.014993888,0.012447814,1.0694481,,,0.42362118,1.0260944,,,0.60247326,12.352655,0.028293831,,,,46035.88121,280.01685,93772.27892,166.62978,68750.42476,387.07605,15.824792,3.780992,2016,,,,0.0000000102
Gaia DR3 3326711556714166272,0,138,0.200046,3.32671E+018,100.3417463,9.720200702,4.920063,1.079468,1.124,4962.49,4963.59,5014.65,4.29432,4.295036,4.297766,-0.148687,-0.094715,-0.093558,0.692636,0.696151,0.706858,0.706883,0.706891,1.288674,1.288674,1.288873,1.29817,1.301178,1,-8.849525,-0.277535,0.02718,8.853876,GBPRPgrzy/JHKsW1W2,2001,0.003486037,1.05006,1.31897,0.774207,,,3.32671E+018,100.3417463,9.720200702,203.1364367,2.203692921,100.4776268,-13.34372424,1.367109705,-2.579361421,-3.759447601,15.216784,15.980421,14.356191,0.025685336,0.024908947,0.030723747,0.034866333,0.02995889,1.0762912,0.6283,0.8391,0.76363754,1.6242304,595.833,0.3368,0.86059284,,,PHOENIX,4.1536,-0.785,5536.670065,66.146385,15425.28703,49.438206,14344.38293,132.43344,,,2016,4421.22,,,0.0000000408
Gaia DR3 3326711621138320384,0,139,0.183666,3.32671E+018,100.3314151,9.73332475,7.082967,1.315198,0.677283,4375.2,4656.34,5185.55,4.685056,4.714096,4.79748,-1.406707,-0.808933,-0.54257,0.678992,0.734239,0.848106,1.03141,1.168654,1.114032,1.295488,1.792691,2.377351,2.514741,1,-8.979414,-0.332771,0.032566,8.985578,GBPRPgrizy/JHKsW1W2,0,-0.005914569,1.426828,1.81366,1.069078,,,3.32671E+018,100.3314151,9.73332475,203.1200998,2.200622154,100.4662007,-13.33138247,1.393792977,-10.30340246,-1.203968358,18.152079,19.216208,17.156427,0.124269195,0.11560055,0.1423542,0.16452147,0.13780439,0.9800419,0.1776,0.257,1.0641289,2.0597801,433.3116,0.1004,0.99565125,,,MARCS,4.608,-1.2807,281.1471989,16.642326,1033.036025,1.8440264,1087.896156,12.03759,,,2016,3569.5168,,,0.000000173
Gaia DR3 3326711689857795072,0,140,0.19448,3.32671E+018,100.3611624,9.738948239,5.12158,0.521169,0.923262,5340.78,5732.26,5837.03,4.502086,4.525832,4.545572,-0.877768,-0.367686,0.17054,0.748565,0.755114,0.767737,0.866469,0.900577,3.997688,4.007391,4.412891,4.452508,4.452508,1,-8.905497,-0.301334,0.029864,8.910593,GBPRPgrizy/JHKsW1W2,1000,0.074313164,3.349034,4.37087,2.580465,,,3.32671E+018,100.3611624,9.738948239,203.1284822,2.229276255,100.4958253,-13.32362166,1.175105264,2.995549895,0.065508445,17.896675,19.06524,16.753666,0.10294284,0.09735186,0.11966902,0.13426998,0.115417704,1.0168761,2.8808,3.9981,1.1685658,2.311575,494.7437,1.6238,1.1430092,,,MARCS,4.7425,-3.2519,323.0878999,28.836245,1307.002919,2.0514739,1576.491043,13.577114,,,2016,5239.994,,,0.000000126
Gaia DR3 3326711689857795456,0,141,0.195193,3.32671E+018,100.3634233,9.739713625,8.294116,1.665889,0.49837,3905.88,4063.69,4073.79,4.778691,4.795436,4.79884,-0.780074,-0.749707,-0.491589,0.516589,0.531827,0.534052,0.534907,0.542885,0.545833,0.664363,0.905724,0.91054,0.912731,1,-8.690754,-0.209616,0.020795,8.693281,GBPRPgrizy/JHKs,1000,0.065386415,0.7278,0.919922,0.542976,,,3.32671E+018,100.3634233,9.739713625,203.1288182,2.23160827,100.4980512,-13.3226945,1.87782595,7.814366388,-15.59635617,17.659832,18.64612,16.603285,0.090935975,0.08585596,0.10684282,0.12113995,0.10304813,1.041905,0.1685,0.2445,0.9862881,2.0428352,444.9121,0.0983,1.0565472,,,MARCS,4.846,-0.4355,475.3008867,15.300451,1625.60033,2.0715814,1810.6896,31.77802,,,2016,3663.3691,,,0.000000158
Gaia DR3 3326711758577275776,0,142,0.176503,3.32671E+018,100.354238,9.756316939,9.476845,2.071689,0.45,3539.8,3548.26,3577.02,4.796564,4.836621,4.851984,-0.197761,-0.197761,-0.197761,0.363206,0.395159,0.407232,0.435518,0.449759,0.18847,0.211802,0.240517,0.303756,0.325616,0.991211,-8.574268,-0.159716,0.015854,8.575756,GBPRPgrizy/JHKs,1001,0.14819789,0.194122,0.244674,0.144691,,,3.32671E+018,100.354238,9.756316939,203.109899,2.231129534,100.4875196,-13.30680148,2.804760485,1.519876216,-3.613803207,17.720211,18.746305,16.574633,0.13137686,0.1289283,0.15974225,0.17618147,0.1521463,1.3862547,,,1.0260944,2.1716728,,,1.1455784,,,,,,433.4060767,16.428621,1537.665982,5.7466545,1859.111529,12.542375,,,2016,,,,0.000000164
